577,EDUCACION PREESCOLAR
578,EDUCACION PREESCOLAR TECNICA
579,EDUCACION PRIMARIA
580,EDUCACION ROBINSONIANA
581,EDUCACION RURAL
582,EDUCACION SUPERIOR
583,EDUCACION SUPERIOR UNIVERSITARIA
584,EDUCACION TECNICA
585,EDUCACION UNIVERSITARIA
586,EDUCACION Y CAMBIO SOCIAL
587,EDUCACION Y TECNOLOGIA DE LA INFORMACION Y COMUNICACION
588,EDUCACION Y TRABAJO
589,EDUCACION ELECTRICIDAD INDUSTRIAL
590,EDUCACION POLITICAS PUBLICAS Y PROFESION DOCENTE
591,EJERCICIO DE LA FUNCION FISCAL
592,ELECTRICIDAD
593,ELECTRICIDAD TECNICA
594,ELECTRICIDAD POTENCIA INDUSTRIAL
595,ELECTRICISTA
596,ELECTROMECANICA
597,ELECTROMEDICINA
598,ELECTROMEDICINA TECNICA
599,ELECTRONICA
600,ELECTRONICA INDUSTRIAL
601,ELECTRONICO
602,ELECTRONICO EN COMPUTACION
603,ELECTROTECNIA
604,EMERGENCIA PREHOSPITALARIA
605,EMERGENCIA PREHOSPITALARIA TECNICA
606,EMERGENCIAS PREHOSPITALARIAS
607,EMPLEO DEL PODER AEREO
608,EMPREDIMIENTO E INNOVACION EMPRESARIAL
609,EMPRESA DE ALOJAMIENTO TURISTICO
610,EMPRESAS TURISTICAS
611,EMPRESAS Y ALOJAMIENTO TURISTICO
612,EN ENSENANZA DE LA QUIMICA
613,ENDOCRINOLOGIA
614,ENDOCRINOLOGIA PEDIATRICA
615,ENDOCRINOLOGIA Y ENFERMEDADES METABOLICAS
616,ENDOCRINOLOGIA Y METABOLISMO
617,ENDODONCIA
618,ENERGIA ELECTRICA
619,ENFERMEDADES CARDIOVASCULARES
620,ENFERMERIA
621,ENFERMERIA TECNICA
622,ENFERMERIA AREA DE CONCENTRACION SALUD Y CUIDADO HUMANO
623,ENFERMERIA EN CUIDADO NEONATAL
624,ENFERMERIA EN CUIDADOS AL PACIENTE EN ESTADO CRITICO
625,ENFERMERIA EN CUIDADOS INTENSIVOS DEL ADULTO
626,ENFERMERIA EN CUIDADOS INTENSIVOS PEDIATRICOS
627,ENFERMERIA EN CUIDADOS ONCOLOGICOS
628,ENFERMERIA EN HEMOTERAPIA
629,ENFERMERIA EN MEDICINA CRITICA PEDIATRICA
630,ENFERMERIA EN MEDICINA CRITICA Y PEDIATRICA
631,ENFERMERIA EN NEFROLOGIA
632,ENFERMERIA EN SALUD MENTAL INTEGRAL
633,ENFERMERIA INTEGRAL COMUNITARIA
634,ENFERMERIA MATERNO INFANTIL
635,ENFERMERIA MILITAR
